variant,ab_code,class,n,auc,sensitivity,specificity,ppv,npv,acc
casgnet_only_skunit,ab001,Acetabular Loosening,58,0.943(0.914-0.968),0.690(0.562-0.804),0.965(0.936-0.990),0.851(0.733-0.947),0.915(0.876-0.951),0.903(0.868-0.938)
casgnet_only_skunit,ab001,Dislocation,12,0.997(0.991-1.000),0.917(0.727-1.000),0.992(0.979-1.000),0.846(0.625-1.000),0.996(0.988-1.000),0.988(0.973-1.000)
casgnet_only_skunit,ab001,Fracture,40,0.949(0.892-0.984),0.650(0.500-0.794),0.972(0.947-0.991),0.812(0.666-0.941),0.938(0.906-0.968),0.922(0.891-0.953)
casgnet_only_skunit,ab001,Good Place,93,0.951(0.925-0.972),0.925(0.865-0.969),0.830(0.771-0.881),0.754(0.679-0.829),0.951(0.913-0.980),0.864(0.826-0.903)
casgnet_only_skunit,ab001,Spacer,16,0.999(0.997-1.000),0.938(0.800-1.000),1.000(1.000-1.000),1.000(1.000-1.000),0.996(0.988-1.000),0.996(0.988-1.000)
casgnet_only_skunit,ab001,Stem Loosening,22,0.967(0.929-0.995),0.864(0.696-1.000),0.932(0.898-0.961),0.543(0.375-0.706),0.987(0.969-1.000),0.926(0.891-0.957)
casgnet_only_skunit,ab001,Wear,17,0.911(0.862-0.953),0.059(0.000-0.200),0.996(0.987-1.000),0.500(0.000-1.000),0.938(0.909-0.965),0.934(0.903-0.961)
