model,checkpoint,split,n_samples,class_counts,auc,sensitivity,specificity,npv,ppv,acc
mobilenetv4_m,mobilenetv4_m_ce_only,test,258,"{""0"": 58, ""1"": 12, ""2"": 40, ""3"": 93, ""4"": 16, ""5"": 22, ""6"": 17}",0.918(0.893-0.940),0.590(0.531-0.654),0.930(0.918-0.941),0.936(0.924-0.947),0.746(0.674-0.808),0.900(0.884-0.918)
