model,checkpoint,split,n_samples,class_counts,auc,sensitivity,specificity,npv,ppv,acc
googlenet,googlenet_ce_only,val,207,"{""0"": 59, ""1"": 10, ""2"": 30, ""3"": 68, ""4"": 12, ""5"": 19, ""6"": 9}",0.929(0.905-0.952),0.610(0.532-0.689),0.937(0.925-0.949),0.943(0.931-0.955),0.715(0.615-0.818),0.909(0.892-0.927)
