model,epoch,subset217_auc
casgnet,192,0.9702998828487213
casgnet,193,0.9655692171340651
casgnet,194,0.9541129728203896
casgnet,195,0.9548159912313497
casgnet,196,0.9637284053552165
casgnet,197,0.9502584862105282
casgnet,198,0.9537368928874503
casgnet,199,0.9558484151365864
casgnet,200,0.9581640210879979
starnet,1,0.6093783672678903
starnet,2,0.6947695450160992
starnet,3,0.813446892851861
starnet,4,0.8143352881225125
starnet,5,0.8707091218308117
starnet,6,0.8054079762847384
starnet,7,0.8675436572517566
starnet,8,0.8812142880077947
starnet,9,0.9072971756666427
starnet,10,0.9307745782708469
starnet,11,0.9396521815007548
starnet,12,0.931037293315735
starnet,13,0.9526940498757298
starnet,14,0.9365115213725514
starnet,15,0.9241014865261222
starnet,16,0.9295372893510141
starnet,17,0.9422004370991307
starnet,18,0.9552281984232369
starnet,19,0.9287269731508319
starnet,20,0.9570761143732599
starnet,21,0.9506217892450054
starnet,22,0.9700709242864599
starnet,23,0.9239509012009804
starnet,24,0.9472150042955674
starnet,25,0.9532291667339087
starnet,26,0.955045886547537
starnet,27,0.9621340213356602
starnet,28,0.9540359483800496
starnet,29,0.970920855066444
starnet,30,0.9489467967777969
starnet,31,0.9602348336357547
starnet,32,0.9565530455381649
starnet,33,0.9446207458869035
starnet,34,0.9590233656311414
starnet,35,0.9674054964116952
starnet,36,0.9422854892845268
starnet,37,0.974982438464172
starnet,38,0.9686036451364125
starnet,39,0.9621534355068222
starnet,40,0.9677955347168837
starnet,41,0.9530834638276191
starnet,42,0.9637442143660928
starnet,43,0.9633861218917478
starnet,44,0.9621115344965433
starnet,45,0.9600576625400797
starnet,46,0.9617997984985303
starnet,47,0.9601788452699207
starnet,48,0.9723073220649842
starnet,49,0.9746462596018276
starnet,50,0.9715257984960026
starnet,51,0.9762918872909073
starnet,52,0.9722225466612647
starnet,53,0.9597638018284785
starnet,54,0.9649613739267915
starnet,55,0.962648117601378
starnet,56,0.9725116673617639
starnet,57,0.9719495942665118
starnet,58,0.9697394307363503
starnet,59,0.9589137213987818
starnet,60,0.974793112392866
starnet,61,0.9544401441500362
starnet,62,0.9661912715157699
starnet,63,0.9727703044470004
starnet,64,0.9673427384161349
starnet,65,0.939870955851242
starnet,66,0.9652479024025157
starnet,67,0.9640539300233721
starnet,68,0.952642252738131
starnet,69,0.9546318697128855
starnet,70,0.928219388629567
starnet,71,0.938726382204114
starnet,72,0.9618015024085639
starnet,73,0.9515749977336406
starnet,74,0.956818134569485
starnet,75,0.9574561483125967
starnet,76,0.9701786233474808
starnet,77,0.9614778515529568
starnet,78,0.9610774034117175
starnet,79,0.969598207128393
starnet,80,0.9629435262006607
starnet,81,0.95859125356826
starnet,82,0.9629242059676794
starnet,83,0.9563065257396122
starnet,84,0.9716713341719881
starnet,85,0.9490840536054108
starnet,86,0.9671261420818527
starnet,87,0.96496077099213
starnet,88,0.9366133482199105
starnet,89,0.9586760713377306
starnet,90,0.9447341137103349
starnet,91,0.9718881498173041
starnet,92,0.9683334783182465
starnet,93,0.9717767025160847
starnet,94,0.9707443243599092
starnet,95,0.9698617780801241
starnet,96,0.9718097844546408
starnet,97,0.9748295699470709
starnet,98,0.970068964724877
starnet,99,0.9582484335136515
starnet,100,0.9561838478183411
starnet,101,0.9327412977257084
starnet,102,0.96141973784397
starnet,103,0.9709314512680187
starnet,104,0.9769910519832843
starnet,105,0.9672347177192776
starnet,106,0.9683303830880601
starnet,107,0.971209385870621
starnet,108,0.9636944101662523
starnet,109,0.9629215390549498
starnet,110,0.965433643239483
starnet,111,0.9642117649306752
starnet,112,0.9623201081088643
starnet,113,0.9645027581762451
starnet,114,0.9585438821123022
starnet,115,0.9579497970209622
starnet,116,0.9616317998923859
starnet,117,0.9665788424609485
starnet,118,0.9580502974994353
starnet,119,0.955617953161343
starnet,120,0.9535850282030489
starnet,121,0.960208153751756
starnet,122,0.9507290827624041
starnet,123,0.9639429692975744
starnet,124,0.9453779222558906
starnet,125,0.941774019659219
starnet,126,0.9593801977932929
starnet,127,0.9581356584221103
starnet,128,0.9638349546558239
starnet,129,0.9702513912664626
starnet,130,0.9520062101110354
starnet,131,0.9637559079975265
starnet,132,0.9585991562551949
starnet,133,0.9605360949774754
starnet,134,0.9699322453631715
starnet,135,0.9531231662909635
starnet,136,0.9554672881387004
starnet,137,0.9562975269542201
starnet,138,0.9613856997463894
starnet,139,0.9620533202809669
starnet,140,0.9584295431755413
starnet,141,0.949988311846201
starnet,142,0.9595331838992459
starnet,143,0.9594774993491489
starnet,144,0.9608008766582253
starnet,145,0.9603466288297352
starnet,146,0.9651762596363616
starnet,147,0.9448116789322819
starnet,148,0.9607946073716525
starnet,149,0.9350611055044781
starnet,150,0.9445908635114411
starnet,151,0.9424386260587816
starnet,152,0.9462645924760686
starnet,153,0.9485883724789611
starnet,154,0.9638091396111402
starnet,155,0.9501813313632643
starnet,156,0.9581317941197496
starnet,157,0.9538170721147219
starnet,158,0.9517945983818675
starnet,159,0.9630781309416774
starnet,160,0.9608640784883704
starnet,161,0.9610231605201696
starnet,162,0.9626942121553064
starnet,163,0.9581809609439532
starnet,164,0.972574453503672
starnet,165,0.9657888917330401
starnet,166,0.9462582215107874
starnet,167,0.9352979669583036
starnet,168,0.9285467426021847
starnet,169,0.9601440655855618
starnet,170,0.9686848970752535
starnet,171,0.9730764792186483
starnet,172,0.9598898001291744
starnet,173,0.9526453501453686
starnet,174,0.946355048222345
starnet,175,0.9620906246416207
starnet,176,0.9605744566307685
starnet,177,0.9371287868350656
starnet,178,0.9656916031711997
starnet,179,0.9373626744831528
starnet,180,0.9416400972409674
starnet,181,0.9597401554966112
starnet,182,0.9598303806390641
starnet,183,0.9692500849336688
starnet,184,0.9700176608044104
starnet,185,0.97042946573934
starnet,186,0.9691134478481318
starnet,187,0.9701196723478315
starnet,188,0.9706634385678548
starnet,189,0.9706656208237575
starnet,190,0.9640814072468247
starnet,191,0.9697682690638546
starnet,192,0.9752492431500469
starnet,193,0.9635917511754818
starnet,194,0.9646192592700962
starnet,195,0.965431376326315
starnet,196,0.9649844514488335
starnet,197,0.9615728615139932
starnet,198,0.9656592850894967
starnet,199,0.964548418484417
starnet,200,0.9675165998102973
