variant,variant_name,epoch,train_loss,val_auc
ab101,casgnet_no_grn,1,1.8495339124999375,0.5750353155541988
ab101,casgnet_no_grn,2,1.6970197157923075,0.6671096327523223
ab101,casgnet_no_grn,3,1.5776437344108185,0.7452415863131318
ab101,casgnet_no_grn,4,1.5816989884014152,0.7346040880391873
ab101,casgnet_no_grn,5,1.4714434880255503,0.8264255527723147
ab101,casgnet_no_grn,6,1.4458872984344335,0.7736405528303195
ab101,casgnet_no_grn,7,1.4451041713410897,0.8035222802254889
ab101,casgnet_no_grn,8,1.3091032733675654,0.8413767984791455
ab101,casgnet_no_grn,9,1.2191580151476245,0.8439251555398205
ab101,casgnet_no_grn,10,1.125684725792474,0.8679878802708524
ab101,casgnet_no_grn,11,1.0500134597785222,0.8796131514802207
ab101,casgnet_no_grn,12,1.0380121157454063,0.8541297868021503
ab101,casgnet_no_grn,13,0.9861413812033374,0.870366538911504
ab101,casgnet_no_grn,14,0.9409765965688358,0.8892788454741896
ab101,casgnet_no_grn,15,0.9213930749490552,0.8686458121805612
ab101,casgnet_no_grn,16,0.9712547769880122,0.8951572046393278
ab101,casgnet_no_grn,17,0.9269274437240582,0.9078571921182591
ab101,casgnet_no_grn,18,0.8319146479283368,0.8852477800906664
ab101,casgnet_no_grn,19,0.7947454839333694,0.8674607998738584
ab101,casgnet_no_grn,20,0.7916347224117044,0.8985378876814549
ab101,casgnet_no_grn,21,0.755219600600414,0.9088189336299444
ab101,casgnet_no_grn,22,0.6698733108754037,0.8910365897456837
ab101,casgnet_no_grn,23,0.7224731973773464,0.9015105055582451
ab101,casgnet_no_grn,24,0.7265483273240424,0.885518714128163
ab101,casgnet_no_grn,25,0.7064356312820793,0.8983568730644675
ab101,casgnet_no_grn,26,0.6512084011577151,0.8995577168766904
ab101,casgnet_no_grn,27,0.635209754594704,0.9210576816639647
ab101,casgnet_no_grn,28,0.6265182861085392,0.8885466885153941
ab101,casgnet_no_grn,29,0.6250237532058872,0.9230171241966575
ab101,casgnet_no_grn,30,0.5825925158792871,0.9035382040422304
ab101,casgnet_no_grn,31,0.577706424261031,0.8919646861821565
ab101,casgnet_no_grn,32,0.5594357999515763,0.9148479083298332
ab101,casgnet_no_grn,33,0.5028136799648961,0.9061707857610547
ab101,casgnet_no_grn,34,0.5430234555599917,0.8960493327162106
ab101,casgnet_no_grn,35,0.526577278054954,0.8950561688480142
ab101,casgnet_no_grn,36,0.4987966269434433,0.9204455179434848
ab101,casgnet_no_grn,37,0.4829140122175504,0.9120656393998289
ab101,casgnet_no_grn,38,0.4443234036282262,0.9177214001409727
ab101,casgnet_no_grn,39,0.4546979603922698,0.9201903646650218
ab101,casgnet_no_grn,40,0.3939817808433666,0.9151416363880278
ab101,casgnet_no_grn,41,0.4010943277897392,0.9075871312559525
ab101,casgnet_no_grn,42,0.438950689983598,0.8877507826666378
ab101,casgnet_no_grn,43,0.4076233998354439,0.9079382814142116
ab101,casgnet_no_grn,44,0.3904251995506563,0.9358255048841173
ab101,casgnet_no_grn,45,0.3647803853662512,0.922295449642638
ab101,casgnet_no_grn,46,0.3436141201756688,0.9256412524718552
ab101,casgnet_no_grn,47,0.33369666992251923,0.9252946309222126
ab101,casgnet_no_grn,48,0.36516188669262234,0.9219035947222063
ab101,casgnet_no_grn,49,0.3337270636718149,0.929639305215569
ab101,casgnet_no_grn,50,0.30470314949067856,0.9284819439629174
ab101,casgnet_no_grn,51,0.34912728544311156,0.8872553694327102
ab101,casgnet_no_grn,52,0.3405716226529442,0.9040075660377974
ab101,casgnet_no_grn,53,0.3103997343915219,0.8954433704665158
ab101,casgnet_no_grn,54,0.26815380945136663,0.9279701560620326
ab101,casgnet_no_grn,55,0.24388121388430187,0.9032215789958429
ab101,casgnet_no_grn,56,0.2851182940641847,0.9279913200494221
ab101,casgnet_no_grn,57,0.29398407651374364,0.9018093259139628
ab101,casgnet_no_grn,58,0.33083824180650767,0.9062414930566354
ab101,casgnet_no_grn,59,0.24468681060757366,0.9233383482224385
ab101,casgnet_no_grn,60,0.2598685169967725,0.8771115357181355
ab101,casgnet_no_grn,61,0.2329935234116415,0.9244359876376017
ab101,casgnet_no_grn,62,0.2604973404988449,0.9128407879515023
ab101,casgnet_no_grn,63,0.22780158432746536,0.9095430310270618
ab101,casgnet_no_grn,64,0.19693887805334764,0.9141918637395767
ab101,casgnet_no_grn,65,0.19788633205167347,0.8929343103615032
ab101,casgnet_no_grn,66,0.1802788651464069,0.9219552944547862
ab101,casgnet_no_grn,67,0.21828305972931036,0.910301498237906
ab101,casgnet_no_grn,68,0.24373802959703278,0.906860747702604
ab101,casgnet_no_grn,69,0.20423965745653835,0.907527509229552
ab101,casgnet_no_grn,70,0.23346616987440066,0.9152481421260941
ab101,casgnet_no_grn,71,0.2239825514890029,0.9193821749366905
ab101,casgnet_no_grn,72,0.2216297788376975,0.9265840352497496
ab101,casgnet_no_grn,73,0.21016399929046056,0.9068849745011597
ab101,casgnet_no_grn,74,0.13209342530538723,0.9167952951908772
ab101,casgnet_no_grn,75,0.13765420016031646,0.9224859630250348
ab101,casgnet_no_grn,76,0.13584207765874876,0.9152090474306309
ab101,casgnet_no_grn,77,0.1429168072554976,0.9060319730272284
ab101,casgnet_no_grn,78,0.12901703103819573,0.9213982072801767
ab101,casgnet_no_grn,79,0.10901421554323704,0.9290743471102728
ab101,casgnet_no_grn,80,0.16890576275108232,0.9101551871385457
ab101,casgnet_no_grn,81,0.1295903050964215,0.9194116804164084
ab101,casgnet_no_grn,82,0.19038586674395172,0.9098106163252778
ab101,casgnet_no_grn,83,0.1678046947940555,0.8921382377586419
ab101,casgnet_no_grn,84,0.18842603508899813,0.918659219964285
ab101,casgnet_no_grn,85,0.12069767425050207,0.9161357335197388
ab101,casgnet_no_grn,86,0.13601041897070854,0.9243292347045945
ab101,casgnet_no_grn,87,0.14239822373027824,0.9242376906372757
ab101,casgnet_no_grn,88,0.1678506807481423,0.8977848604540055
ab101,casgnet_no_grn,89,0.2134946641142607,0.8956715793892828
ab101,casgnet_no_grn,90,0.1737425945097057,0.9018767088525746
ab101,casgnet_no_grn,91,0.1363258128143191,0.917412929214919
ab101,casgnet_no_grn,92,0.13845594691065455,0.9165179113844645
ab101,casgnet_no_grn,93,0.13840657096935843,0.9040167517711454
ab101,casgnet_no_grn,94,0.12122753799968232,0.9194271351053767
ab101,casgnet_no_grn,95,0.14082898634549937,0.8949309108132303
ab101,casgnet_no_grn,96,0.22175374348502971,0.8918577999929914
ab101,casgnet_no_grn,97,0.2082590587769688,0.914041745403584
ab101,casgnet_no_grn,98,0.15478260914904074,0.9046381186862386
ab101,casgnet_no_grn,99,0.22269227029474856,0.8943416118874209
ab101,casgnet_no_grn,100,0.1336041402220007,0.9234741111680246
ab101,casgnet_no_grn,101,0.11451644019029396,0.9144733957746733
ab101,casgnet_no_grn,102,0.13052903877883537,0.9176067006965274
ab101,casgnet_no_grn,103,0.08772508081484617,0.912474835702333
ab101,casgnet_no_grn,104,0.11341372164656083,0.9231516020316407
ab101,casgnet_no_grn,105,0.1433073404470888,0.9112303624202961
ab101,casgnet_no_grn,106,0.17618973783258937,0.9214858324458598
ab101,casgnet_no_grn,107,0.12472122513989056,0.9239422143418539
