model,checkpoint,split,n,repro_acc,repro_auc,sensitivity,specificity,npv,ppv,excel_acc,excel_auc,acc_delta,auc_delta,match_status
lsnet_b,lsnet_b_ce_only,val,207,0.893(0.874-0.910),0.923(0.896-0.944),0.764(0.696-0.820),0.927(0.912-0.940),0.927(0.912-0.939),0.725(0.666-0.782),0.905(0.885-0.924),0.922(0.896-0.943),-0.01200000000000001,0.0010000000000000009,close
