variant,ab_code,class,n,auc,sensitivity,specificity,ppv,npv,acc
casgnet_no_grn,ab101,Acetabular Loosening,58,0.900(0.856-0.941),0.586(0.453-0.712),0.935(0.899-0.966),0.723(0.595-0.846),0.886(0.844-0.928),0.857(0.814-0.895)
casgnet_no_grn,ab101,Dislocation,12,0.994(0.983-1.000),0.833(0.600-1.000),0.988(0.972-1.000),0.769(0.500-1.000),0.992(0.979-1.000),0.981(0.961-0.996)
casgnet_no_grn,ab101,Fracture,40,0.937(0.892-0.972),0.625(0.476-0.784),0.982(0.962-0.996),0.862(0.727-0.969),0.934(0.902-0.966),0.926(0.895-0.957)
casgnet_no_grn,ab101,Good Place,93,0.952(0.927-0.974),0.946(0.895-0.988),0.794(0.732-0.854),0.721(0.645-0.798),0.963(0.930-0.992),0.849(0.806-0.891)
casgnet_no_grn,ab101,Spacer,16,0.999(0.995-1.000),0.938(0.800-1.000),0.996(0.987-1.000),0.938(0.778-1.000),0.996(0.987-1.000),0.992(0.981-1.000)
casgnet_no_grn,ab101,Stem Loosening,22,0.973(0.938-0.995),0.682(0.476-0.857),0.992(0.978-1.000),0.882(0.700-1.000),0.971(0.948-0.988),0.965(0.942-0.984)
casgnet_no_grn,ab101,Wear,17,0.899(0.831-0.961),0.529(0.278-0.778),0.979(0.959-0.996),0.643(0.375-0.909),0.967(0.942-0.988),0.950(0.922-0.973)
