model,checkpoint,split,n_samples,class_counts,auc,sensitivity,specificity,npv,ppv,acc
starnet_s1,starnet_s1_ce_only,test,258,"{""0"": 58, ""1"": 12, ""2"": 40, ""3"": 93, ""4"": 16, ""5"": 22, ""6"": 17}",0.952(0.929-0.972),0.801(0.740-0.857),0.966(0.957-0.975),0.966(0.957-0.974),0.830(0.773-0.878),0.947(0.934-0.960)
