model,checkpoint,split,n,repro_acc,repro_auc,sensitivity,specificity,npv,ppv,excel_acc,excel_auc,acc_delta,auc_delta,match_status
mobilenetv4_m,mobilenetv4_m_ce_only,val,240,0.871(0.854-0.889),0.895(0.869-0.920),0.581(0.499-0.660),0.909(0.897-0.923),0.910(0.897-0.925),0.718(0.644-0.779),0.916(0.896-0.935),0.936(0.915-0.955),-0.04500000000000004,-0.041000000000000036,blocked
