model,checkpoint,split,group,mode,data_root,n,repro_acc,repro_auc,sensitivity,specificity,npv,ppv,excel_acc,excel_auc,acc_delta,auc_delta,match_status
densenet121,densenet121_ce_only,test,subset217,subset_search,old_data/test,230,0.909(0.891-0.925),0.936(0.901-0.963),0.721(0.624-0.816),0.941(0.929-0.953),0.938(0.926-0.949),0.597(0.523-0.674),0.942(0.926-0.957),0.939(0.887-0.976),-0.03299999999999992,-0.0029999999999998916,blocked
