variant,variant_name,epoch,train_loss,val_auc
ab100,casgnet_only_sa,1,1.9250455886233413,0.0
ab100,casgnet_only_sa,2,1.7698278116518396,0.5961345468230531
ab100,casgnet_only_sa,3,1.654342122187229,0.6770685028663792
ab100,casgnet_only_sa,4,1.575443770974623,0.7724080143504832
ab100,casgnet_only_sa,5,1.4854261205049706,0.799018429503322
ab100,casgnet_only_sa,6,1.3909248895898227,0.8197947445762065
ab100,casgnet_only_sa,7,1.3504173955526226,0.8184952590840735
ab100,casgnet_only_sa,8,1.235630215005219,0.887324738174371
ab100,casgnet_only_sa,9,1.1349838960587764,0.8944638727455381
ab100,casgnet_only_sa,10,1.1133660056478871,0.8669638625329305
ab100,casgnet_only_sa,11,1.0783492397197911,0.9082282429561749
ab100,casgnet_only_sa,12,0.9982219176643289,0.9182958792537763
ab100,casgnet_only_sa,13,0.9628562637491307,0.8831555472027199
ab100,casgnet_only_sa,14,0.9113090325897364,0.9059842455098573
ab100,casgnet_only_sa,15,0.9026025254706278,0.8704098855848479
ab100,casgnet_only_sa,16,0.918453181250104,0.8964129709497671
ab100,casgnet_only_sa,17,0.8647446607220446,0.9021394362345739
ab100,casgnet_only_sa,18,0.8235232120400028,0.836392767427915
ab100,casgnet_only_sa,19,0.8127565503264221,0.8927495226207662
ab100,casgnet_only_sa,20,0.8000965077425516,0.9082765828934889
ab100,casgnet_only_sa,21,0.7593775900626787,0.9358279245261719
ab100,casgnet_only_sa,22,0.7900359521297552,0.8945221921477249
ab100,casgnet_only_sa,23,0.6786617803487329,0.9236691997723459
ab100,casgnet_only_sa,24,0.6481099097806381,0.9310713000950254
ab100,casgnet_only_sa,25,0.6708741292303521,0.9305974891136313
ab100,casgnet_only_sa,26,0.6374377661504849,0.9329952233083897
ab100,casgnet_only_sa,27,0.5553457619772889,0.9247710936818627
ab100,casgnet_only_sa,28,0.5960049537180129,0.9480876484994336
ab100,casgnet_only_sa,29,0.6208624923186078,0.9182742205997023
ab100,casgnet_only_sa,30,0.5663433250385832,0.9349049582298166
