model,checkpoint,split,n_samples,class_counts,auc,sensitivity,specificity,npv,ppv,acc
densenet121,densenet121_ce_only,test,258,"{""0"": 58, ""1"": 12, ""2"": 40, ""3"": 93, ""4"": 16, ""5"": 22, ""6"": 17}",0.957(0.936-0.975),0.813(0.755-0.870),0.964(0.955-0.973),0.963(0.954-0.972),0.791(0.725-0.848),0.944(0.930-0.957)
