model,epoch,train_loss,val_auc
casgnet,1,1.9475866310271481,0.6398977935118918
casgnet,2,1.8576875124104204,0.6592900943065871
casgnet,3,1.787277238504159,0.6589644224466301
casgnet,4,1.6616484069133983,0.680702512281694
casgnet,5,1.6053809888112673,0.7043700320599802
casgnet,6,1.529467095080561,0.691755806004115
casgnet,7,1.4885728957425843,0.7126256060032432
casgnet,8,1.4704699539304211,0.7473238622046504
casgnet,9,1.429865376221688,0.769248358233412
casgnet,10,1.413933544739883,0.7942462445470696
casgnet,11,1.3909229247216293,0.7468089040576998
casgnet,12,1.3730637710833578,0.7645643448268433
casgnet,13,1.3382409330731566,0.7950987615405516
casgnet,14,1.3234386918628174,0.828354474674677
casgnet,15,1.3061314394160548,0.7919535020285757
casgnet,16,1.3186589604551455,0.8485797071965714
casgnet,17,1.2584451927350715,0.8157266623741395
casgnet,18,1.259946739716754,0.8454290758066205
casgnet,19,1.242377256167956,0.8460601466082408
casgnet,20,1.2575691538639322,0.7842014114324144
casgnet,21,1.2273019336532482,0.8529297771998366
casgnet,22,1.2272065353048438,0.8340772668935154
casgnet,23,1.2343641497976674,0.8551715138033286
casgnet,24,1.227234497288887,0.8492617514567063
casgnet,25,1.223320596755917,0.8520371224723858
casgnet,26,1.2153524512692442,0.858078895272053
casgnet,27,1.139450441223577,0.8569277107701024
casgnet,28,1.2010677398617218,0.8616620620598541
casgnet,29,1.135261405794123,0.8259480545964522
casgnet,30,1.1799180211434175,0.8653846274119282
casgnet,31,1.1535694180696807,0.8456102445901986
casgnet,32,1.1297339429613764,0.8616275736586909
casgnet,33,1.1339373667651407,0.8644751196155303
casgnet,34,1.1031000135315916,0.8535540189231249
casgnet,35,1.1199975673050875,0.877650331520359
casgnet,36,1.107743191345178,0.8571477188002783
casgnet,37,1.090783329004258,0.8852861018178625
casgnet,38,1.101872381025114,0.8804937757314902
casgnet,39,1.0876711414288842,0.8714782422708013
casgnet,40,1.0812093340157025,0.8844345107013892
casgnet,41,1.0467152392763568,0.8731659805495738
casgnet,42,1.0518843401470575,0.8609221052539507
casgnet,43,1.0275151865473702,0.866720865099625
casgnet,44,1.0083353541009532,0.8765730852467063
casgnet,45,1.04976021423846,0.8615128188503344
casgnet,46,1.0088317044825261,0.879215889190084
casgnet,47,0.9937138745810643,0.8869822532188625
casgnet,48,0.9889647841309753,0.8807961190348358
casgnet,49,0.9999206421314879,0.8884062075406314
casgnet,50,0.9334223713316877,0.8971686977896695
casgnet,51,0.9770413043271791,0.8604051139854759
casgnet,52,0.9078162868290385,0.8820301296087468
casgnet,53,0.9220170807924719,0.9019759666191633
casgnet,54,0.9492175823529178,0.8803312102593496
casgnet,55,0.9018299911795824,0.8753312041008051
casgnet,56,0.9486682002305696,0.9040732595765701
casgnet,57,0.9048780491901393,0.9007223105115136
casgnet,58,0.8699270831230035,0.9030018837134014
casgnet,59,0.8958244896769092,0.8891706155289363
casgnet,60,0.8703352652930523,0.9020291322472981
casgnet,61,0.817252432552264,0.9011126196768815
casgnet,62,0.8572811595062008,0.8724546601637435
casgnet,63,0.8380933108462068,0.876292977037153
casgnet,64,0.8695569210949795,0.8859966982438332
casgnet,65,0.8196746381258073,0.9046832934804832
casgnet,66,0.7979641702695692,0.9095447930523849
casgnet,67,0.7820776388210899,0.9046070680977701
casgnet,68,0.8131561940052828,0.9025128302887507
casgnet,69,0.7538170985634853,0.8862840926770434
casgnet,70,0.7574229207343733,0.8926322758946915
casgnet,71,0.7556338424561826,0.9048616006130245
casgnet,72,0.7835713120939073,0.8968862591170612
casgnet,73,0.7212423000606035,0.9255332173124691
casgnet,74,0.7321538633978122,0.9125574829200299
casgnet,75,0.7499223069632729,0.9071357105911364
casgnet,76,0.708219980086291,0.8901498491003205
casgnet,77,0.6932232242585379,0.8725496017533547
casgnet,78,0.7164250488591856,0.8913810344864539
casgnet,79,0.7031195830234717,0.907303271078338
casgnet,80,0.6974888438194883,0.9224944955679234
casgnet,81,0.7149616456865833,0.8818765843678013
casgnet,82,0.6888919970957591,0.9273098917841468
casgnet,83,0.6692761315799018,0.9118298599361369
casgnet,84,0.7224295979098331,0.9236274023601692
casgnet,85,0.639897796659044,0.9153445157906306
casgnet,86,0.6304122424528308,0.9114247514530375
casgnet,87,0.5966225229787884,0.9177104799784874
casgnet,88,0.635622989498663,0.8953895958303757
casgnet,89,0.6811424718115959,0.9124072552201935
casgnet,90,0.6746332643259276,0.91731414459167
casgnet,91,0.5998446741495259,0.9009212221342688
casgnet,92,0.6111281607637071,0.9238942389809164
casgnet,93,0.6118260057613847,0.9171896411708831
casgnet,94,0.5309211712406973,0.9165697530582222
casgnet,95,0.6210608996441913,0.9251888875113347
casgnet,96,0.5554057384141248,0.9215267609011374
casgnet,97,0.5727923793585654,0.9140019734416905
casgnet,98,0.5930985027544461,0.9289767560803509
casgnet,99,0.6149192784606188,0.9085466602835454
casgnet,100,0.5494834747619307,0.9043261447589581
casgnet,101,0.5228939039140617,0.9084434972681114
casgnet,102,0.4956164624636366,0.9039114199608448
casgnet,103,0.5382809044368592,0.9185569089789484
casgnet,104,0.5209326420172564,0.8927684129056349
casgnet,105,0.5299115928723528,0.9198386566807291
casgnet,106,0.5151050153342317,0.9121422050257095
casgnet,107,0.49968604756063084,0.9209566560777563
casgnet,108,0.5493717082159367,0.9275167902936404
casgnet,109,0.5061884203923482,0.9018203659807621
casgnet,110,0.46789371162041826,0.938861729504458
casgnet,111,0.45349535612059155,0.9317561239440268
casgnet,112,0.46734871777320514,0.9100792462957699
casgnet,113,0.4572889936416083,0.9181978731829377
casgnet,114,0.46912789819323975,0.9178061815706441
casgnet,115,0.4748088919498089,0.9191945718488608
casgnet,116,0.4465439544655877,0.8946523832073835
casgnet,117,0.4790394813433487,0.8943030235669138
casgnet,118,0.47845327591723497,0.8990003788777511
casgnet,119,0.355999429313639,0.9135983624449538
casgnet,120,0.507861586330308,0.9036629994404874
casgnet,121,0.4451955682693546,0.9187267782602991
casgnet,122,0.414107068168815,0.9248730807899127
casgnet,123,0.3864583764562273,0.9278901354962794
casgnet,124,0.3861514746208099,0.897978000461378
casgnet,125,0.4061545237844902,0.9170170071441932
