model,checkpoint,split,n,repro_acc,repro_auc,sensitivity,specificity,npv,ppv,excel_acc,excel_auc,acc_delta,auc_delta,match_status
resnet18,resnet18_ce_only,val,240,0.877(0.858-0.895),0.893(0.864-0.918),0.651(0.579-0.726),0.915(0.902-0.929),0.916(0.902-0.930),0.699(0.625-0.763),0.912(0.895-0.928),0.934(0.913-0.953),-0.03500000000000003,-0.041000000000000036,blocked
