model,checkpoint,split,n_samples,class_counts,auc,sensitivity,specificity,npv,ppv,acc
casgnet,casgnet_s1_ce_only,val,207,"{""0"": 59, ""1"": 10, ""2"": 30, ""3"": 68, ""4"": 12, ""5"": 19, ""6"": 9}",0.944(0.925-0.962),0.675(0.595-0.761),0.947(0.935-0.959),0.952(0.940-0.963),0.806(0.706-0.879),0.924(0.905-0.941)
