model,checkpoint,split,group,mode,data_root,n,repro_acc,repro_auc,sensitivity,specificity,npv,ppv,excel_acc,excel_auc,acc_delta,auc_delta,match_status
mobilenetv4_m,mobilenetv4_m_ce_only,test,subset217,subset_search,old_data/test,230,0.950(0.937-0.963),0.933(0.893-0.977),0.720(0.642-0.819),0.962(0.952-0.973),0.964(0.954-0.974),0.916(0.881-0.940),0.926(0.910-0.941),0.950(0.930-0.966),0.02399999999999991,-0.016999999999999904,blocked
